,Na,Rm,Rm_mean,Rm_sd,ln_Na,ln_Rm,ln_Rm_mean,ln_Rm_SD,grad_Ln_n/r,grad_Ln_n/r_mean
51,10,3.60555,3.43565,0.5951564367723655,2.302585092994046,1.2824743249806432,1.2208753922689837,0.1586379656810445,0.0,0.0
52,100,13.3417,13.761994736842103,1.7553979574215481,4.605170185988092,2.5908944686500237,2.613659414213819,0.12907344718880157,1.7360461156547984,1.6650470498128092
53,200,20.2485,20.58227894736842,1.987290570118831,5.298317366548036,3.008080716734854,3.020063153293984,0.09203835150740716,1.717014232201378,1.7119997446717437
54,300,25.2982,26.023699999999998,2.2544828493237588,5.703782474656201,3.230733246957401,3.2553722953560738,0.0846527151176266,2.0700339197776523,1.8256963180936894
55,400,28.3019,30.045131578947366,2.378512112988838,5.991464547107982,3.3429289402047373,3.3997249698241827,0.07619825498906506,1.5064247770052726,1.759395416272887
56,500,35.5106,34.757578947368415,2.568063867991508,6.214608098422191,3.569831243461081,3.545713863284065,0.07300470993344348,0.9475411765101031,1.510766571259371
57,600,43.4166,39.31302631578947,3.286600970902848,6.396929655216146,3.7708418564555504,3.668108660476121,0.08276744747186043,1.0722488251815259,1.5904697320052599
58,700,48.6004,42.99824210526316,3.8035191421291468,6.551080335043404,3.883631761325253,3.7572691226205563,0.08812348528791936,1.6403027437628077,1.7234305956033216
59,800,51.7397,46.45976842105263,3.9423704163936395,6.684611727667927,3.9462253785191947,3.83503274386288,0.0840657217915133,2.087588845200917,1.6817347618924838
60,900,54.8179,49.873657894736844,3.767832013703682,6.802394763324311,4.004016782953743,3.9067067354805642,0.07423394352193821,2.466330113290976,1.7429889056053252
61,1000,56.6392,52.74204736842106,3.6579800991325437,6.907755278982137,4.03670132499193,3.9630562502642097,0.06833699196448335,2.165121627148159,1.806046964695699
62,1100,60.1415,55.70189473684212,3.746468491859564,7.003065458786462,4.096700119051802,4.017817187968693,0.06584395665856163,1.4283493475688083,1.659621130975939
63,1200,64.3506,58.9061947368421,4.589132282557827,7.090076835776092,4.164346258007991,4.072913586611055,0.07788860842908707,1.8404330084958058,1.7308632399948611
64,1300,65.8559,61.35774210526315,4.2571742282653355,7.170119543449628,4.187469021745903,4.114332083428407,0.06901116574679372,2.321969514731585,1.6711334778149392
65,1400,68.7677,64.55562105263157,4.465278231984137,7.24422751560335,4.230734157956401,4.165156774766686,0.06871974447786995,2.151669509720183,1.5731248736352585
66,1500,70.3847,67.18282105263157,4.412324028824993,7.313220387090301,4.253975909999054,4.205298062060471,0.06484364832855515,2.714040252341989,1.6906305367020684
67,1600,72.2357,69.81002631578946,4.023748162288546,7.3777589082278725,4.279934383527594,4.244139964603659,0.057047449595668286,2.8017506220271877,1.676291725649582
68,1700,73.6003,72.40701578947368,5.043210623597068,7.438383530044307,4.29864910181348,4.27996474509591,0.06780479088121051,2.2277096721006906,1.7001824978559623
69,1800,76.1577,74.87833157894735,5.3381997384347715,7.495541943884256,4.332806190447261,4.3134166662547555,0.06935746299689,2.068602951800335,1.8363419670709231
70,1900,77.666,76.93809999999999,5.553778754761944,7.549609165154532,4.352417581169764,4.340533874977332,0.06935091041360447,1.1886251700874984,1.7734252535828465
71,2000,83.2166,79.4690947368421,5.779352298300274,7.600902459542082,4.421446847156617,4.372827411334068,0.07062498875065697,0.89810075689822,1.6141000364798583
72,2100,86.8217,81.87276842105263,6.004989352552349,7.649692623711514,4.4638565904215115,4.402539609625137,0.07208240250152302,1.4079583868812349,1.6249082960047998
73,2200,89.0449,84.26474210526315,5.993984293247806,7.696212639346407,4.489140736899656,4.431483139807279,0.07011423459937424,1.9479757591867033,1.6348503804319992
74,2300,90.9725,86.56588947368422,6.454847118813594,7.7406644019172415,4.510557263043695,4.4581849330716095,0.07340958872063617,3.0923431691509196,1.8559990559053092
75,2400,91.586,88.35072631578947,6.9008620771798155,7.783224016336037,4.517278421571154,4.478364293497946,0.07621842693528363,2.0941388024567407,2.141262449594896
76,2500,94.6678,90.00444736842105,6.789574087360515,7.824046010856292,4.550373921252421,4.497125329637582,0.07323755532145076,1.9008670532944545,1.9471810313154467
77,2600,95.5249,92.04027368421053,6.986504490564209,7.8632667240095735,4.559386946486041,4.5194712611533685,0.07343484569265396,3.5422763754714865,2.030630528900589
78,2700,96.7471,93.4832,7.107320651494431,7.90100705199242,4.57210035730045,4.535025400596229,0.07340595769031552,2.00254800221627,2.102141639621944
79,2800,99.1262,95.33367368421052,7.068031676561996,7.937374696163295,4.596393785808596,4.554724819123444,0.07233040668804853,1.8781553169484895,1.8315933857336035
80,2900,100.499,97.18926315789473,7.156254844629095,7.9724660159745655,4.61014777720087,4.574040044642634,0.07179789689229472,2.077139922640668,1.9691202854281784
81,3000,102.47399999999999,98.74251578947367,7.452256639594907,8.006367567650246,4.629609107865109,4.589762227451168,0.07360286779403429,2.7610976715958033,2.065788724989119
82,3100,102.956,100.38433684210524,7.514754497318067,8.039157390473237,4.634301712494339,4.606323779030342,0.07247243521147888,4.902242944352779,2.0603976852497787
83,3200,103.83200000000001,101.86248421052632,7.394221807619758,8.070906088787819,4.6427742083854575,4.621085559640676,0.07060651927963309,3.892511753885281,1.7414274063106538
84,3300,104.62299999999999,104.03464210526317,7.469307051373324,8.101677747454572,4.650363412736844,4.642225566698763,0.07015776445695195,1.9711916976893546,1.564328403989444
85,3400,107.075,105.8710052631579,7.40756315748151,8.131530710604252,4.6735295235014345,4.659839968025658,0.06855925257598448,1.5303459971440039,1.4363750543993123
86,3500,108.72399999999999,108.37315789473682,7.585123997412811,8.160518247477505,4.688812560924734,4.683190146139709,0.06873870745498784,1.316572202595151,1.3502224361197137
87,3600,111.82600000000001,110.43688947368419,7.569772951395991,8.1886891244442,4.716944091823081,4.7021725587980425,0.06686062822752149,0.8713131382238354,1.4780245940058505
88,3700,115.884,112.5406842105263,8.142659607230895,8.216088098632316,4.752589690772781,4.720787525358008,0.07049007888235925,0.7302282085782824,1.5859959994772392
89,3800,120.42,114.27289473684213,7.913299670372851,8.242756345714477,4.790985632036302,4.736262948236665,0.06771361619003806,0.8072582873536855,1.4321086873305149
90,3900,123.693,116.70573684210527,7.683288960239463,8.268731832117737,4.817802689276637,4.757547119061438,0.06451203055610455,1.5502493605592376,1.308984275251696
91,4000,124.471,118.8356842105263,8.126615914147028,8.294049640102028,4.824072757045046,4.775448517809445,0.06741131623849655,3.4577634428910913,1.6147149219342511
92,4100,125.495,120.3926842105263,8.145110900687008,8.318742252692399,4.832265917140729,4.788518790837874,0.06658914610213362,2.4105448217968477,1.5442627054422577
93,4200,127.016,122.61052631578944,7.762219903369031,8.34283980427146,4.8443130627752105,4.807042989396104,0.06250910818877993,1.4360363612502391,1.5195415553023925
94,4300,129.727,124.17894736842103,7.593828751196396,8.366370301681654,4.865432242363712,4.819862487114595,0.060951550249686876,1.0711204327244128,1.8057871955603508
95,4400,132.654,125.83705263157894,8.343754042608383,8.389359819906353,4.887744234671137,4.832804616097891,0.06597446170319225,1.4162053658291132,2.051295829026678
96,4500,133.959,127.00457894736842,8.42956733806209,8.411832675758411,4.897533782983241,4.842025245617512,0.06627373428416544,3.0245666086228997,2.3533416574828574
97,4600,134.618,128.2557894736842,8.780898680653218,8.433811582477187,4.90244113783872,4.851693400235754,0.06824641672318736,1.82680724558254,1.9213106713856647
98,4700,137.186,129.9154210526316,8.680509761382035,8.45531778769815,4.92133766926894,4.864658291166765,0.06666915028155272,2.2522447876720713,1.5416871522995843
99,4800,137.186,131.83515789473685,8.841448174206104,8.476371196895983,4.92133766926894,4.879299269789323,0.06716675058436417,8.005330181713134,1.620059925760066
100,4900,137.90200000000002,133.31973684210524,9.184609293710782,8.496990484098719,4.926543287957319,4.890381226311289,0.06880840739511221,2.649563345890927,1.7486770307282993
101,5000,139.316,134.98121052631578,9.54916375274449,8.517193191416238,4.936744734204211,4.902643771834537,0.07052596031962761,0.0,0.0
102,10,4.24264,3.43565,0.5951564367723655,2.302585092994046,1.4451857169925004,1.2208753922689837,0.1586379656810445,0.0,0.0
103,100,16.9706,13.761994736842103,1.7553979574215481,4.605170185988092,2.831482435132599,2.613659414213819,0.12907344718880157,1.819026085844178,1.6650470498128092
104,200,22.0227,20.58227894736842,1.987290570118831,5.298317366548036,3.0920737395816453,3.020063153293984,0.09203835150740716,2.3624069972361186,1.7119997446717437
105,300,27.0185,26.023699999999998,2.2544828493237588,5.703782474656201,3.2965218165573167,3.2553722953560738,0.0846527151176266,2.065216879078221,1.8256963180936894
106,400,30.8058,30.045131578947366,2.378512112988838,5.991464547107982,3.42770298393942,3.3997249698241827,0.07619825498906506,2.112551422658976,1.759395416272887
107,500,34.4093,34.757578947368415,2.568063867991508,6.214608098422191,3.5383268766789002,3.545713863284065,0.07300470993344348,2.249040326545465,1.510766571259371
108,600,36.8917,39.31302631578947,3.286600970902848,6.396929655216146,3.6079865934961064,3.668108660476121,0.08276744747186043,2.302114054461328,1.5904697320052599
109,700,39.8246,42.99824210526316,3.8035191421291468,6.551080335043404,3.684484811803424,3.7572691226205563,0.08812348528791936,1.4570638629200627,1.7234305956033216
110,800,44.9444,46.45976842105263,3.9423704163936395,6.684611727667927,3.8054261702866836,3.83503274386288,0.0840657217915133,1.363440250545556,1.6817347618924838
111,900,47.8853,49.873657894736844,3.767832013703682,6.802394763324311,3.8688085679638773,3.9067067354805642,0.07423394352193821,1.1477777461399499,1.7429889056053252
112,1000,54.5894,52.74204736842106,3.6579800991325437,6.907755278982137,3.9998397247092674,3.9630562502642097,0.06833699196448335,1.1724467819388265,1.806046964695699
113,1100,56.8243,55.70189473684212,3.746468491859564,7.003065458786462,4.039964051140956,4.017817187968693,0.06584395665856163,1.3238494408216455,1.659621130975939
114,1200,62.6498,58.9061947368421,4.589132282557827,7.090076835776092,4.137560488998594,4.072913586611055,0.07788860842908707,1.318795477304707,1.7308632399948611
115,1300,64.4981,61.35774210526315,4.2571742282653355,7.170119543449628,4.166635766003509,4.114332083428407,0.06901116574679372,2.184289008057537,1.6711334778149392
116,1400,67.2309,64.55562105263157,4.465278231984137,7.24422751560335,4.208132963272199,4.165156774766686,0.06871974447786995,1.3719190365174592,1.5731248736352585
117,1500,71.5891,67.18282105263157,4.412324028824993,7.313220387090301,4.27094282774086,4.205298062060471,0.06484364832855515,1.9456996723125741,1.6906305367020684
118,1600,72.0069,69.81002631578946,4.023748162288546,7.3777589082278725,4.276761947757668,4.244139964603659,0.057047449595668286,2.9554579433374024,1.676291725649582
119,1700,74.686,72.40701578947368,5.043210623597068,7.438383530044307,4.313292658242141,4.27996474509591,0.06780479088121051,1.9520987429081573,1.7001824978559623
120,1800,76.4853,74.87833157894735,5.3381997384347715,7.495541943884256,4.33709856550525,4.3134166662547555,0.06935746299689,1.735100767035369,1.8363419670709231
121,1900,79.6304,76.93809999999999,5.553778754761944,7.549609165154532,4.377395929489187,4.340533874977332,0.06935091041360447,1.9189383802196818,1.7734252535828465
122,2000,80.8022,79.4690947368421,5.779352298300274,7.600902459542082,4.3920041928791544,4.372827411334068,0.07062498875065697,2.0572146689964486,1.6141000364798583
123,2100,83.6002,81.87276842105263,6.004989352552349,7.649692623711514,4.426045912432292,4.402539609625137,0.07208240250152302,1.793830573245933,1.6249082960047998
124,2200,85.2115,84.26474210526315,5.993984293247806,7.696212639346407,4.44513640125258,4.431483139807279,0.07011423459937424,2.5734778911132716,1.6348503804319992
125,2300,86.6083,86.56588947368422,6.454847118813594,7.7406644019172415,4.461395653931867,4.4581849330716095,0.07340958872063617,3.073407871994312,1.8559990559053092
126,2400,87.6584,88.35072631578947,6.9008620771798155,7.783224016336037,4.473447442485506,4.478364293497946,0.07621842693528363,2.242785752173479,2.141262449594896
127,2500,89.8888,90.00444736842105,6.789574087360515,7.824046010856292,4.498573350846629,4.497125329637582,0.07323755532145076,1.3624831523608913,1.9471810313154467
128,2600,92.9624,92.04027368421053,6.986504490564209,7.8632667240095735,4.532195110326271,4.5194712611533685,0.07343484569265396,1.4857180245938535,2.030630528900589
129,2700,94.6678,93.4832,7.107320651494431,7.90100705199242,4.550373921252421,4.535025400596229,0.07340595769031552,2.049937783653987,2.102141639621944
130,2800,96.3846,95.33367368421052,7.068031676561996,7.937374696163295,4.568346437817599,4.554724819123444,0.07233040668804853,2.6583208954703172,1.8315933857336035
131,2900,97.2471,97.18926315789473,7.156254844629095,7.9724660159745655,4.5772551620025155,4.574040044642634,0.07179789689229472,7.744416602745934,1.9691202854281784
132,3000,97.2471,98.74251578947367,7.452256639594907,8.006367567650246,4.5772551620025155,4.589762227451168,0.07360286779403429,2.524954991621856,2.065788724989119
133,3100,99.8499,100.38433684210524,7.514754497318067,8.039157390473237,4.6036680583590694,4.606323779030342,0.07247243521147888,1.7759911370567434,2.0603976852497787
134,3200,100.846,101.86248421052632,7.394221807619758,8.070906088787819,4.613594600747986,4.621085559640676,0.07060651927963309,2.2001303674507935,1.7414274063106538
135,3300,102.728,104.03464210526317,7.469307051373324,8.101677747454572,4.632084718528973,4.642225566698763,0.07015776445695195,1.7283991696455485,1.564328403989444
136,3400,104.446,105.8710052631579,7.40756315748151,8.131530710604252,4.6486701914339426,4.659839968025658,0.06855925257598448,2.3712462287546545,1.4363750543993123
137,3500,105.309,108.37315789473682,7.585123997412811,8.160518247477505,4.656898885573041,4.683190146139709,0.06873870745498784,1.989666976458428,1.3502224361197137
138,3600,107.49,110.43688947368419,7.569772951395991,8.1886891244442,4.677397819984972,4.7021725587980425,0.06686062822752149,2.020847456479802,1.4780245940058505
139,3700,108.245,112.5406842105263,8.142659607230895,8.216088098632316,4.6843971764393935,4.720787525358008,0.07049007888235925,4.137077707802513,1.5859959994772392
140,3800,108.904,114.27289473684213,7.913299670372851,8.242756345714477,4.690466760210172,4.736262948236665,0.06771361619003806,2.5954037279332756,1.4321086873305149
141,3900,110.463,116.70573684210527,7.683288960239463,8.268731832117737,4.7046806232568725,4.757547119061438,0.06451203055610455,1.4924233053206488,1.308984275251696
142,4000,112.712,118.8356842105263,8.126615914147028,8.294049640102028,4.724835892750976,4.775448517809445,0.06741131623849655,1.3966715043766849,1.6147149219342511
143,4100,114.49,120.3926842105263,8.145110900687008,8.318742252692399,4.740487482935721,4.788518790837874,0.06658914610213362,1.2539410417845238,1.5442627054422577
144,4200,117.184,122.61052631578944,7.762219903369031,8.34283980427146,4.763745349052045,4.807042989396104,0.06250910818877993,1.351714930693088,1.5195415553023925
145,4300,118.596,124.17894736842103,7.593828751196396,8.366370301681654,4.775722759182047,4.819862487114595,0.060951550249686876,3.883979518941818,1.8057871955603508
146,4400,118.596,125.83705263157894,8.343754042608383,8.389359819906353,4.775722759182047,4.832804616097891,0.06597446170319225,6.573926999411361,2.051295829026678
147,4500,119.419,127.00457894736842,8.42956733806209,8.411832675758411,4.782638317277053,4.842025245617512,0.06627373428416544,3.020920653616977,2.3533416574828574
148,4600,120.354,128.2557894736842,8.780898680653218,8.433811582477187,4.790437400070616,4.851693400235754,0.06824641672318736,2.76202776408744,1.9213106713856647
149,4700,121.314,129.9154210526316,8.680509761382035,8.45531778769815,4.798382225613219,4.864658291166765,0.06666915028155272,3.5562406985870543,1.5416871522995843
150,4800,121.803,131.83515789473685,8.841448174206104,8.476371196895983,4.802404985514341,4.879299269789323,0.06716675058436417,5.153276784477844,1.620059925760066
151,4900,122.29899999999999,133.31973684210524,9.184609293710782,8.496990484098719,4.806468866044816,4.890381226311289,0.06880840739511221,5.002589047915262,1.7486770307282993
152,5000,122.801,134.98121052631578,9.54916375274449,8.517193191416238,4.810565159002361,4.902643771834537,0.07052596031962761,0.0,0.0
153,10,3.0,3.43565,0.5951564367723655,2.302585092994046,1.0986122886681098,1.2208753922689837,0.1586379656810445,0.0,0.0
154,100,14.7648,13.761994736842103,1.7553979574215481,4.605170185988092,2.6922459695572427,2.613659414213819,0.12907344718880157,1.396462512602318,1.6650470498128092
156,300,30.6757,26.023699999999998,2.2544828493237588,5.703782474656201,3.423470810222506,3.2553722953560738,0.0846527151176266,2.1579397196667376,1.8256963180936894
158,500,38.4838,34.757578947368415,2.568063867991508,6.214608098422191,3.6502373735205413,3.545713863284065,0.07300470993344348,2.63044086306452,1.510766571259371
159,600,41.2311,39.31302631578947,3.286600970902848,6.396929655216146,3.7191928259651457,3.668108660476121,0.08276744747186043,1.6699040717642701,1.5904697320052599
160,700,47.0744,42.99824210526316,3.8035191421291468,6.551080335043404,3.8517293288432963,3.7572691226205563,0.08812348528791936,1.7360818455967826,1.7234305956033216
161,800,48.6621,46.45976842105263,3.9423704163936395,6.684611727667927,3.8849004930209516,3.83503274386288,0.0840657217915133,3.07861210412837,1.6817347618924838
162,900,51.0784,49.873657894736844,3.767832013703682,6.802394763324311,3.933361707259498,3.9067067354805642,0.07423394352193821,1.7818097435929272,1.7429889056053252
163,1000,55.1543,52.74204736842106,3.6579800991325437,6.907755278982137,4.01013471183505,3.9630562502642097,0.06833699196448335,2.147982216162428,1.806046964695699
164,1100,56.0803,55.70189473684212,3.746468491859564,7.003065458786462,4.026784592212739,4.017817187968693,0.06584395665856163,3.7007299638731976,1.659621130975939
165,1200,57.9396,58.9061947368421,4.589132282557827,7.090076835776092,4.059401088623898,4.072913586611055,0.07788860842908707,1.9493017050397068,1.7308632399948611
166,1300,61.0983,61.35774210526315,4.2571742282653355,7.170119543449628,4.1124840425498865,4.114332083428407,0.06901116574679372,1.6647123941884725,1.6711334778149392
167,1400,63.56100000000001,64.55562105263157,4.465278231984137,7.24422751560335,4.152000074710263,4.165156774766686,0.06871974447786995,1.8823719715728786,1.5731248736352585
168,1500,65.9242,67.18282105263157,4.412324028824993,7.313220387090301,4.188505597163824,4.205298062060471,0.06484364832855515,1.504025844357847,1.6906305367020684
169,1600,69.4622,69.81002631578946,4.023748162288546,7.3777589082278725,4.240782719719621,4.244139964603659,0.057047449595668286,1.7631009677991742,1.676291725649582
170,1700,70.7743,72.40701578947368,5.043210623597068,7.438383530044307,4.259495940450995,4.27996474509591,0.06780479088121051,2.653111625989799,1.7001824978559623
171,1800,72.6154,74.87833157894735,5.3381997384347715,7.495541943884256,4.285177020548348,4.3134166662547555,0.06935746299689,1.8049397529143505,1.8363419670709231
172,1900,75.2728,76.93809999999999,5.553778754761944,7.549609165154532,4.3211188477699976,4.340533874977332,0.06935091041360447,1.425529400394275,1.7734252535828465
173,2000,78.1857,79.4690947368421,5.779352298300274,7.600902459542082,4.359086766379395,4.372827411334068,0.07062498875065697,1.1804832147300424,1.6141000364798583
174,2100,81.9329,81.87276842105263,6.004989352552349,7.649692623711514,4.405900619597113,4.402539609625137,0.07208240250152302,1.2955241584925987,1.6249082960047998
175,2200,84.1546,84.26474210526315,5.993984293247806,7.696212639346407,4.4326555834327355,4.431483139807279,0.07011423459937424,1.2898082906886905,1.6348503804319992
176,2300,87.9204,86.56588947368422,6.454847118813594,7.7406644019172415,4.476431859675554,4.4581849330716095,0.07340958872063617,1.4954237782946043,1.8559990559053092
177,2400,89.1964,88.35072631578947,6.9008620771798155,7.783224016336037,4.490840680027133,4.478364293497946,0.07621842693528363,1.5756354637067886,2.141262449594896
178,2500,92.6984,90.00444736842105,6.789574087360515,7.824046010856292,4.529351212444429,4.497125329637582,0.07323755532145076,1.068434255828833,1.9471810313154467
179,2600,96.1353,92.04027368421053,6.986504490564209,7.8632667240095735,4.565756574231071,4.5194712611533685,0.07343484569265396,1.6655029185370416,2.030630528900589
180,2700,97.0824,93.4832,7.107320651494431,7.90100705199242,4.575560102431683,4.535025400596229,0.07340595769031552,1.5379874606716453,2.102141639621944
181,2800,100.881,95.33367368421052,7.068031676561996,7.937374696163295,4.613941604375178,4.554724819123444,0.07233040668804853,1.4926993274844456,1.8315933857336035
182,2900,101.84299999999999,97.18926315789473,7.156254844629095,7.9724660159745655,4.623432411788565,4.574040044642634,0.07179789689229472,1.7260677664126471,1.9691202854281784
