,Na,Rm,Rm_mean,Rm_sd,ln_Na,ln_Rm,ln_Rm_mean,ln_Rm_SD,grad_Ln_n/r,grad_Ln_n/r_mean
26,2600,96.0417,92.84680916666669,6.862446486530193,7.8632667240095735,4.564782472154326,4.528259590909236,0.07313910404695788,7.099880368155346,1.736862935811527
27,2700,96.566,94.81161499999999,7.223126259991259,7.90100705199242,4.570226712389888,4.5490253876744635,0.075520650342383,3.3600364774018794,1.7667293167543852
28,2800,98.1835,96.83036999999996,7.235162676374733,7.937374696163295,4.586838176802814,4.57020601215834,0.07400873487920884,2.4047437385682175,1.7889541372712041
29,2900,99.4786,98.6562783333333,7.261498968397691,7.9724660159745655,4.599942545655637,4.588969935437519,0.07288050414839224,3.085014828185735,1.850095882342017
30,3000,100.404,100.49698166666668,7.3315429829262,8.006367567650246,4.609202047101462,4.607497523449967,0.07234357286527993,0.0,0.0
31,10,3.60555,3.358624666666668,0.7150635177508384,2.302585092994046,1.2824743249806432,1.1896030470871515,0.20882358120895358,0.0,0.0
32,100,15.0,14.163644166666655,1.7027718451492497,4.605170185988092,2.70805020110221,2.643674029712245,0.11768307721068658,1.6416494914138422,1.6056794813979303
33,200,22.3607,21.370676666666668,2.505533039818545,5.298317366548036,3.107304953700278,3.0553130522656806,0.11521619156910232,1.758360932298022,1.7126578036357556
34,300,28.0179,26.84902916666666,2.7195913806243306,5.703782474656201,3.332843591633425,3.285140343844522,0.10076782417093728,1.6306442911796937,1.7601751636533443
35,400,34.2053,31.6187925,3.1040169220480047,5.991464547107982,3.5323806028220655,3.4491074852704497,0.09557367636437496,1.4347589037999002,1.7533435392386785
36,500,40.0,35.89659333333332,3.3230372416093164,6.214608098422191,3.6888794541139363,3.576484060768244,0.09057615756357267,1.484972313863713,1.7133367482688373
37,600,44.9444,40.04389833333334,3.710717573596353,6.396929655216146,3.8054261702866836,3.6857598004197327,0.09147028789639876,2.04075286228955,1.7102698472107807
38,700,47.1699,43.72722333333333,4.3229883075394016,6.551080335043404,3.853755977302403,3.773220404550457,0.09685168179999114,2.734728232104904,1.7275058757833865
39,800,49.93,47.33177250000001,4.7437520320586515,6.684611727667927,3.910622024512518,3.852290100828305,0.09834182989737124,2.422646537667728,1.707768512129291
40,900,52.3259,50.64796416666664,4.9007527603728755,6.802394763324311,3.957491468375255,3.9203799443217817,0.09431186119759224,1.6988279745823032,1.7507711267575068
41,1000,56.9386,53.724891666666714,4.951713280144431,6.907755278982137,4.041973494262758,3.979744539563241,0.09036940239731113,1.9548078526047064,1.758963195421516
42,1100,57.9828,56.73478583333333,5.0782842269854,7.003065458786462,4.060146414842124,4.034464591450548,0.08819428676099225,2.038578956645682,1.718909216503634
43,1200,62.2656,59.72028666666667,5.308438920827497,7.090076835776092,4.131409106358917,4.085812710612325,0.08741458751992394,1.4854223001660447,1.7390805854339302
44,1300,64.8845,62.42083666666668,5.17507870407021,7.170119543449628,4.1726087662182225,4.130523443502814,0.08186791050887766,2.0091622870509314,1.7881184780238804
45,1400,67.2309,65.06970416666668,5.452820311703814,7.24422751560335,4.208132963272199,4.172021024950431,0.08254691259686803,1.4552520400851194,1.7518875186045955
46,1500,71.5891,67.7424475,5.7787105031165735,7.313220387090301,4.27094282774086,4.212207251464786,0.08304131737574126,1.0822860431905283,1.7735688679333192
47,1600,76.0592,70.1436716666667,5.728386898524943,7.3777589082278725,4.331511984432703,4.247310682453341,0.07991086170570379,1.1731570248662186,1.6870470635172912
48,1700,79.6492,72.93593000000001,5.878605615727894,7.438383530044307,4.377631992363369,4.286397916124168,0.07946691779722188,1.394052705013366,1.7163804417365114
49,1800,82.7647,75.12314416666668,6.063203720666094,7.495541943884256,4.416001641984965,4.315933601237721,0.07963162235660394,1.683798696755311,1.8360461774530512
50,1900,85.0882,77.48650666666666,6.175188481735324,7.549609165154532,4.443688365565556,4.346976803777482,0.0788456479161137,1.1338606541257887,1.663636956895194
51,2000,90.824,80.02853916666668,6.375079676969845,7.600902459542082,4.508923567862232,4.379265036152739,0.07868997029419776,0.9623316789793022,1.7405239592327975
52,2100,94.414,82.07136416666668,6.536894329531355,7.649692623711514,4.547689367240089,4.404478717512181,0.07855015819709575,1.9837099245392111,1.8333636815057408
53,2200,95.2943,84.29348166666665,6.641495081179538,7.696212639346407,4.55696999774863,4.431251546393875,0.07787304307059223,3.970281097009818,1.7412822336535276
54,2300,96.6023,86.4526733333334,6.615108654936319,7.7406644019172415,4.5706025504588395,4.456722849133999,0.07552449148040136,1.9126521424390894,1.7252612449714588
55,2400,99.7296,88.63279833333334,6.704121107646945,7.783224016336037,4.602462523576494,4.481685286352526,0.074807787458685,1.2420615052449733,1.737400356900739
56,2500,103.31,90.68775999999998,6.727035487412114,7.824046010856292,4.637734176861354,4.50471501663176,0.07332972524943136,1.5208420978186936,1.7186023159202657
57,2600,105.119,92.84680916666669,6.862446486530193,7.8632667240095735,4.655093041753457,4.528259590909236,0.07313910404695788,1.6509290551406313,1.736862935811527
58,2700,108.24,94.81161499999999,7.223126259991259,7.90100705199242,4.684350983862532,4.5490253876744635,0.075520650342383,1.4944865207555371,1.7667293167543852
59,2800,110.463,96.83036999999996,7.235162676374733,7.937374696163295,4.7046806232568725,4.57020601215834,0.07400873487920884,1.3641786460648926,1.7889541372712041
62,10,3.16228,3.358624666666668,0.7150635177508384,2.302585092994046,1.1512932864164753,1.1896030470871515,0.20882358120895358,0.0,0.0
63,100,15.0333,14.163644166666655,1.7027718451492497,4.605170185988092,2.7102677405431645,2.643674029712245,0.11768307721068658,1.5813939056982862,1.6056794813979303
64,200,21.0238,21.370676666666668,2.505533039818545,5.298317366548036,3.0456551293193566,3.0553130522656806,0.11521619156910232,1.9946543090229216,1.7126578036357556
65,300,26.0768,26.84902916666666,2.7195913806243306,5.703782474656201,3.2610460301437634,3.285140343844522,0.10076782417093728,1.946502629002923,1.7601751636533443
